,algorithim,confidence_interval,bool
1117,p1,0.15795,False
1118,p1,0.0905082,False
1119,p1,0.457672,True
1120,p1,0.868658,True
1121,p1,0.689504,True
1122,p1,0.284428,False
1123,p1,0.85724,False
1124,p1,0.994776,False
1125,p1,0.202294,True
1126,p1,0.376541,True
1127,p1,0.979206,False
1128,p1,0.980695,True
1129,p1,0.23337800000000006,True
1130,p1,0.945537,True
1131,p1,0.6679390000000001,False
1132,p1,0.990119,False
1133,p1,0.838994,True
1134,p1,0.909533,True
1135,p1,0.756441,False
1136,p1,0.292866,True
1137,p1,0.201058,True
1138,p1,0.945664,True
1139,p1,0.894842,True
1140,p1,0.5254340000000001,True
1141,p1,0.778503,False
1142,p1,0.581403,True
1143,p1,0.41071,
1144,p1,0.514085,False
1145,p1,0.381227,True
1146,p1,0.219179,True
1147,p1,0.714367,True
1148,p1,0.769159,True
1149,p1,0.697303,True
1150,p1,0.242419,True
1151,p1,0.491022,
1152,p1,0.33170700000000003,True
1153,p1,0.902856,True
1154,p1,0.993661,True
1155,p1,0.90799,True
1156,p1,0.280893,True
1157,p1,0.615163,False
1158,p1,0.16656300000000002,True
1159,p1,0.8058569999999999,False
1160,p1,0.252514,True
1161,p1,0.652712,False
1162,p1,0.481333,True
1163,p1,0.569501,True
1164,p1,0.449684,True
1165,p1,0.678651,True
1166,p1,0.16258499999999998,True
1167,p1,0.328236,True
1168,p1,0.53246,True
1169,p1,0.180998,True
1170,p1,0.726571,False
1171,p1,0.369488,True
1172,p1,0.808978,True
1173,p1,0.35506,True
1174,p1,0.706038,False
1175,p1,0.271683,True
1176,p1,0.982269,False
1177,p1,0.9694,True
1178,p1,0.836572,True
1179,p1,0.99786,True
1180,p1,0.517479,True
1181,p1,0.337557,True
1182,p1,0.309696,True
1183,p1,0.456186,True
1184,p1,0.667324,False
1185,p1,0.599587,False
1186,p1,0.222943,True
1187,p1,0.24634,True
1188,p1,0.382378,True
1189,p1,0.983131,False
1190,p1,0.329895,True
1191,p1,0.931963,
1192,p1,0.15846400000000002,True
1193,p1,0.998544,True
1194,p1,0.990191,True
1195,p1,0.8830479999999999,True
1196,p1,0.107948,True
1197,p1,0.64369,
1198,p1,0.351868,
1199,p1,0.280222,True
1200,p1,0.984783,True
1201,p1,0.126924,True
1202,p1,0.176423,True
1203,p1,0.521931,
1204,p1,0.621668,True
1205,p1,0.256698,
1206,p1,0.110587,True
1207,p1,0.999885,True
1208,p1,0.880014,False
1209,p1,0.999223,True
1210,p1,0.173989,True
1211,p1,0.236031,True
1212,p1,0.297735,False
1213,p1,0.665628,True
1214,p1,0.383941,
1215,p1,0.20687600000000006,True
1216,p1,0.13783199999999998,False
1217,p1,0.379797,True
1218,p1,0.369063,
1219,p1,0.132845,True
1220,p1,0.382234,True
1221,p1,0.962139,True
1222,p1,0.805139,True
1223,p1,0.693857,True
1224,p1,0.748904,
1225,p1,0.997445,True
1226,p1,0.678547,True
1227,p1,0.227784,True
1228,p1,0.5101060000000001,True
1229,p1,0.522211,False
1230,p1,0.761454,True
1231,p1,0.4492680000000001,True
1232,p1,0.457094,True
1233,p1,0.429871,False
1234,p1,0.407886,
1235,p1,0.99006,True
1236,p1,0.352547,False
1237,p1,0.441499,True
1238,p1,0.769999,False
1239,p1,0.550796,False
1240,p1,0.272451,False
1241,p1,0.111893,True
1242,p1,0.841987,False
1243,p1,0.449298,False
1244,p1,0.383448,False
1245,p1,0.5198109999999999,True
1246,p1,0.340008,False
1247,p1,0.989333,True
1248,p1,0.8764129999999999,True
1249,p1,0.69748,False
1250,p1,0.740013,True
1251,p1,0.660099,True
1252,p1,0.612635,
1253,p1,0.162638,True
1254,p1,0.403496,
1255,p1,0.876977,True
1256,p1,0.985857,True
1257,p1,0.471276,True
1258,p1,0.636845,False
1259,p1,0.41309,True
1260,p1,0.486428,True
1261,p1,0.208922,True
1262,p1,0.810592,False
1263,p1,0.956565,True
1264,p1,0.670068,True
1265,p1,0.247565,True
1266,p1,0.332756,True
1267,p1,0.342571,True
1268,p1,0.182898,True
1269,p1,0.886232,True
1270,p1,0.5512060000000001,True
1271,p1,0.767563,True
1272,p1,0.530104,
1273,p1,0.508981,True
1274,p1,0.441269,False
1275,p1,0.241637,
1276,p1,0.862964,True
1277,p1,0.370318,True
1278,p1,0.526536,True
1279,p1,0.883229,True
1280,p1,0.422806,False
1281,p1,0.194532,True
1282,p1,0.215438,True
1283,p1,0.0974997,
1284,p1,0.426459,True
1285,p1,0.286345,False
1286,p1,0.686933,True
1287,p1,0.38269,True
1288,p1,0.28955,True
1289,p1,0.949609,True
1290,p1,0.270287,True
1291,p1,0.444499,False
1292,p1,0.291081,
1293,p1,0.943331,True
1294,p1,0.26915500000000003,True
1295,p1,0.600186,True
1296,p1,0.322818,
1297,p1,0.225221,False
1298,p1,0.279604,
1299,p1,0.426494,True
1300,p1,0.169482,False
1301,p1,0.799319,True
1302,p1,0.25464200000000003,True
1303,p1,0.267979,True
1304,p1,0.6375460000000001,True
1305,p1,0.215161,True
1306,p1,0.816044,True
1307,p1,0.303781,True
1308,p1,0.430544,True
1309,p1,0.158859,True
1310,p1,0.8531700000000001,
1311,p1,0.669996,False
1312,p1,0.6142310000000001,True
1313,p1,0.199512,False
1314,p1,0.5996600000000001,False
1315,p1,0.531279,True
1316,p1,0.696372,True
1317,p1,0.900437,True
1318,p1,0.369449,True
1319,p1,0.81152,True
1320,p1,0.973819,True
1321,p1,0.240602,
1322,p1,0.99721,True
1323,p1,0.873029,
1324,p1,0.151113,True
1325,p1,0.956063,True
1326,p1,0.957365,True
1327,p1,0.391471,False
1328,p1,0.472273,True
1329,p1,0.702725,True
1330,p1,0.223366,True
1331,p1,0.747208,True
1332,p1,0.703561,True
1333,p1,0.178205,False
1334,p1,0.997121,True
1335,p1,0.883086,True
1336,p1,0.992069,True
1337,p1,0.417107,True
1338,p1,0.799795,True
1339,p1,0.643808,False
1340,p1,0.338812,False
1341,p1,0.100499,True
1342,p1,0.441331,
1343,p1,0.320012,True
1344,p1,0.477704,True
1345,p1,0.830816,False
1346,p1,0.985237,
1347,p1,0.985789,False
1348,p1,0.23692,True
1349,p1,0.885301,True
1350,p1,0.190786,True
1351,p1,0.450678,False
1352,p1,0.200812,True
1353,p1,0.414963,True
1354,p1,0.344526,False
1355,p1,0.171174,True
1356,p1,0.253839,True
1357,p1,0.923987,False
1358,p1,0.318524,True
1359,p1,0.586937,False
1360,p1,0.972483,False
1361,p1,0.470162,
1362,p1,0.963176,True
1363,p1,0.999044,True
1364,p1,0.8888290000000001,True
1365,p1,0.975096,True
1366,p1,0.379624,
1367,p1,0.665578,True
1368,p1,0.769412,True
1369,p1,0.46095,True
1370,p1,0.708034,True
1371,p1,0.08110099999999999,True
1372,p1,0.294457,True
1373,p1,0.948688,
1374,p1,0.401942,True
1375,p1,0.702583,True
1376,p1,0.93781,True
1377,p1,0.673691,True
1378,p1,0.508498,False
1379,p1,0.203249,True
1380,p1,0.7911819999999999,True
1381,p1,0.681347,False
1382,p1,0.379365,True
1383,p1,0.537782,True
1384,p1,0.334783,False
1385,p1,0.8221930000000001,False
1386,p1,0.6278560000000001,True
1387,p1,0.174738,False
1388,p1,0.5513520000000001,True
1389,p1,0.458855,False
1390,p1,0.738449,True
1391,p1,0.577376,True
1392,p1,0.0728852,True
1393,p1,0.895279,True
1394,p1,0.945362,True
1395,p1,0.508951,True
1396,p1,0.39956,False
1397,p1,0.303512,True
1398,p1,0.992833,True
1399,p1,0.406509,True
1400,p1,0.605851,True
1401,p1,0.901392,True
1402,p1,0.889848,True
1403,p1,0.141432,False
1404,p1,0.722218,True
1405,p1,0.2786,True
1406,p1,0.37561,
1407,p1,0.947198,True
1408,p1,0.097232,True
1409,p1,0.413824,True
1410,p1,0.440781,True
1411,p1,0.594701,True
1412,p1,0.709344,True
1413,p1,0.657275,True
1414,p1,0.482288,True
1415,p1,0.997659,True
1416,p1,0.43967,True
1417,p1,0.504983,True
1418,p1,0.995873,True
1419,p1,0.364095,True
1420,p1,0.997953,True
1421,p1,0.249872,True
1422,p1,0.4525770000000001,True
1423,p1,0.20357,False
1424,p1,0.920992,
1425,p1,0.472351,True
1426,p1,0.800538,True
1427,p1,0.8217040000000001,False
1428,p1,0.760671,
1429,p1,0.205067,False
1430,p1,0.5324409999999999,True
1431,p1,0.362596,True
1432,p1,0.326259,True
1433,p1,0.482401,True
1434,p1,0.99883,False
1435,p1,0.382101,True
1436,p1,0.255934,True
1437,p1,0.406047,True
1438,p1,0.992619,False
1439,p1,0.713102,False
1440,p1,0.500992,
1441,p1,0.289598,False
1442,p1,0.7843979999999999,
1443,p1,0.615678,True
1444,p1,0.876337,True
1445,p1,0.427781,
1446,p1,0.99672,True
1447,p1,0.499761,True
1448,p1,0.700764,True
1449,p1,0.8898010000000001,True
1450,p1,0.538354,True
1451,p1,0.438627,True
1452,p1,0.796694,True
1453,p1,0.920367,True
1454,p1,0.240173,True
1455,p1,0.149758,False
1456,p1,0.7332529999999999,True
1457,p1,0.207547,
1458,p1,0.268681,False
1459,p1,0.457117,False
1460,p1,0.199121,False
1461,p1,0.999365,True
1462,p1,0.6989609999999999,
1463,p1,0.778113,True
1464,p1,0.127701,True
1465,p1,0.995466,False
1466,p1,0.809466,True
1467,p1,0.5232060000000001,
1468,p1,0.887963,True
1469,p1,0.903832,False
1470,p1,0.346545,
1471,p1,0.5288189999999999,True
1472,p1,0.319139,True
1473,p1,0.164215,True
1474,p1,0.459604,False
1475,p1,0.750256,
1476,p1,0.336393,False
1477,p1,0.761972,True
1478,p1,0.999846,
1479,p1,0.145742,True
1480,p1,0.62178,True
1481,p1,0.27220500000000003,True
1482,p1,0.302685,True
1483,p1,0.19461,False
1484,p1,0.189423,True
1485,p1,0.802333,True
1486,p1,0.962572,True
1487,p1,0.330216,True
1488,p1,0.680251,True
1489,p1,0.213673,True
1490,p1,0.583122,True
1491,p1,0.194681,True
1492,p1,0.8211200000000001,True
1493,p1,0.696646,
1494,p1,0.606654,False
1495,p1,0.7871640000000001,True
1496,p1,0.33875700000000003,True
1497,p1,0.284492,True
1498,p1,0.145877,
1499,p1,0.929196,True
1500,p1,0.95618,False
1501,p1,0.516284,
1502,p1,0.08854,True
1503,p1,0.853284,True
1504,p1,0.378643,True
1505,p1,0.897841,True
1506,p1,0.613819,True
1507,p1,0.822048,True
1508,p1,0.199347,True
1509,p1,0.550702,True
1510,p1,0.6629079999999999,False
1511,p1,0.120849,
1512,p1,0.916645,True
1513,p1,0.573047,False
1514,p1,0.817908,False
1515,p1,0.25611,True
1516,p1,0.626236,True
1517,p1,0.5350699999999999,False
1518,p1,0.397295,False
1519,p1,0.27725700000000003,
1520,p1,0.914978,True
1521,p1,0.6892590000000001,True
1522,p1,0.859392,True
1523,p1,0.313464,True
1524,p1,0.42425,
1525,p1,0.924127,False
1526,p1,0.6611779999999999,False
1527,p1,0.656616,True
1528,p1,0.566338,True
1529,p1,0.282396,True
1530,p1,0.363257,
1531,p1,0.772423,False
1532,p1,0.206479,True
1533,p1,0.611603,True
1534,p1,0.752707,True
1535,p1,0.707199,True
1536,p1,0.5452859999999999,False
1537,p1,0.628255,True
1538,p1,0.371146,False
1539,p1,0.8698040000000001,True
1540,p1,0.625555,True
1541,p1,0.440916,False
1542,p1,0.201346,True
1543,p1,0.841084,True
1544,p1,0.49379,True
1545,p1,0.202999,
1546,p1,0.8770209999999999,True
1547,p1,0.976577,True
1548,p1,0.790028,True
1549,p1,0.424106,False
1550,p1,0.26527399999999995,True
1551,p1,0.985387,False
1552,p1,0.7903859999999999,True
1553,p1,0.579472,True
1554,p1,0.583875,True
1555,p1,0.0982826,True
1556,p1,0.961996,True
1557,p1,0.997556,True
1558,p1,0.999484,False
1559,p1,0.376741,False
1560,p1,0.388332,True
1561,p1,0.225848,True
1562,p1,0.162179,
1563,p1,0.743808,True
1564,p1,0.40743,True
1565,p1,0.305637,True
1566,p1,0.672117,
1567,p1,0.785756,True
1568,p1,0.263892,True
1569,p1,0.868367,True
1570,p1,0.8839520000000001,True
1571,p1,0.4607100000000001,False
1572,p1,0.556373,True
1573,p1,0.681218,
1574,p1,0.921968,True
1575,p1,0.800495,False
1576,p1,0.4414270000000001,True
1577,p1,0.721933,False
1578,p1,0.9903,True
1579,p1,0.749368,False
1580,p1,0.918441,True
1581,p1,0.299708,False
1582,p1,0.240591,
1583,p1,0.806757,False
1584,p1,0.5195890000000001,True
1585,p1,0.139613,True
1586,p1,0.543706,True
1587,p1,0.986548,True
1588,p1,0.4163850000000001,
1589,p1,0.479008,True
1590,p1,0.303415,True
1591,p1,0.866367,True
1592,p1,0.773135,
1593,p1,0.284394,True
1594,p1,0.999876,
1595,p1,0.949215,True
1596,p1,0.28844699999999995,True
1597,p1,0.458746,False
1598,p1,0.587507,True
1599,p1,0.16802,True
1600,p1,0.631501,True
1601,p1,0.989519,
1602,p1,0.978007,False
1603,p1,0.290091,True
1604,p1,0.654697,True
1605,p1,0.655279,False
1606,p1,0.591829,False
1607,p1,0.594467,True
1608,p1,0.8764790000000001,True
1609,p1,0.119693,True
1610,p1,0.8019029999999999,True
1611,p1,0.349561,True
1612,p1,0.148975,False
1613,p1,0.407016,True
1614,p1,0.238855,
1615,p1,0.634695,False
1616,p1,0.352321,True
1617,p1,0.665516,True
1618,p1,0.583054,False
1619,p1,0.17591500000000002,True
1620,p1,0.948537,False
1621,p1,0.242538,
1622,p1,0.180079,True
1623,p1,0.330625,True
1624,p1,0.837448,
1625,p1,0.398102,False
1626,p1,0.846986,True
1627,p1,0.432748,True
1628,p1,0.52623,True
1629,p1,0.409909,True
1630,p1,0.375392,True
1631,p1,0.964497,True
1632,p1,0.28720100000000004,False
1633,p1,0.698207,True
1634,p1,0.134983,True
1635,p1,0.34612600000000004,True
1636,p1,0.846628,
1637,p1,0.611525,False
1638,p1,0.991454,True
1639,p1,0.6229210000000001,True
1640,p1,0.519428,True
1641,p1,0.615741,False
1642,p1,0.666957,True
1643,p1,0.305392,True
1644,p1,0.661176,True
1645,p1,0.984725,True
1646,p1,0.179777,
1647,p1,0.369661,True
1648,p1,0.927975,True
1649,p1,0.358459,True
1650,p1,0.685617,True
1651,p1,0.6485,True
1652,p1,0.992732,True
1653,p1,0.74232,True
1654,p1,0.97081,True
1655,p1,0.5861609999999999,True
1656,p1,0.172079,False
1657,p1,0.683319,True
1658,p1,0.216767,False
1659,p1,0.404115,
1660,p1,0.607401,False
1661,p1,0.330171,True
1662,p1,0.936333,False
1663,p1,0.935771,True
1664,p1,0.165383,True
1665,p1,0.614536,True
1666,p1,0.151876,False
1667,p1,0.38222,True
1668,p1,0.340806,True
1669,p1,0.185903,False
1670,p1,0.989853,True
1671,p1,0.95767,False
1672,p1,0.700625,
1673,p1,0.880257,False
1674,p1,0.223101,False
1675,p1,0.153271,True
1676,p1,0.985062,False
1677,p1,0.25521,True
1678,p1,0.193431,True
1679,p1,0.6965680000000001,True
1680,p1,0.5292479999999999,False
1681,p1,0.672808,True
1682,p1,0.11918800000000003,True
1683,p1,0.761025,True
1684,p1,0.541408,True
1685,p1,0.981017,
1686,p1,0.978833,False
1687,p1,0.384099,True
1688,p1,0.889241,False
1689,p1,0.610453,True
1690,p1,0.443004,True
1691,p1,0.8880819999999999,True
1692,p1,0.8730100000000001,False
1693,p1,0.517255,True
1694,p1,0.7195590000000001,True
1695,p1,0.8366319999999999,True
1696,p1,0.73878,False
1697,p1,0.232754,True
1698,p1,0.8364209999999999,True
1699,p1,0.340154,True
1700,p1,0.678046,True
1701,p1,0.292343,True
1702,p1,0.374466,
1703,p1,0.8358190000000001,True
1704,p1,0.12241,False
1705,p1,0.412362,True
1706,p1,0.5825600000000001,False
1707,p1,0.118154,True
1708,p1,0.420155,True
1709,p1,0.952773,True
1710,p1,0.712717,False
1711,p1,0.981946,False
1712,p1,0.8201579999999999,False
1713,p1,0.755945,True
1714,p1,0.777659,False
1715,p1,0.13429000000000002,True
1716,p1,0.383937,True
1717,p1,0.5659810000000001,True
1718,p1,0.605358,True
1719,p1,0.5861729999999999,True
1720,p1,0.599454,False
1721,p1,0.879286,False
1722,p1,0.150424,True
1723,p1,0.914685,False
1724,p1,0.716932,
1725,p1,0.6098600000000001,True
1726,p1,0.999004,False
1727,p1,0.979487,True
1728,p1,0.413173,True
1729,p1,0.7189439999999999,True
1730,p1,0.332536,True
1731,p1,0.8239190000000001,False
1732,p1,0.958178,True
1733,p1,0.952613,True
1734,p1,0.991011,False
1735,p1,0.561027,True
1736,p1,0.29099200000000003,False
1737,p1,0.999834,True
1738,p1,0.794087,True
1739,p1,0.13244,
1740,p1,0.8633850000000001,True
1741,p1,0.243529,True
1742,p1,0.567933,True
1743,p1,0.968325,True
1744,p1,0.30264800000000003,False
1745,p1,0.996031,False
1746,p1,0.8756139999999999,
1747,p1,0.636031,True
1748,p1,0.114259,True
1749,p1,0.500373,True
1750,p1,0.445334,True
1751,p1,0.251193,True
1752,p1,0.4194270000000001,False
1753,p1,0.271121,True
1754,p1,0.431469,True
1755,p1,0.4693729999999999,False
1756,p1,0.25508800000000004,
1757,p1,0.240858,True
1758,p1,0.980339,True
1759,p1,0.194211,True
1760,p1,0.537652,False
1761,p1,0.556524,True
1762,p1,0.782626,True
1763,p1,0.551031,False
1764,p1,0.428275,True
1765,p1,0.625409,True
1766,p1,0.259115,True
1767,p1,0.0891647,True
1768,p1,0.5287609999999999,
1769,p1,0.8270350000000001,True
1770,p1,0.627901,
1771,p1,0.997673,True
1772,p1,0.393616,True
1773,p1,0.831757,False
1774,p1,0.313811,True
1775,p1,0.382918,True
1776,p1,0.319106,True
1777,p1,0.331179,True
1778,p1,0.829772,False
1779,p1,0.733025,True
1780,p1,0.117446,False
1781,p1,0.495047,True
1782,p1,0.781201,False
1783,p1,0.4672020000000001,True
1784,p1,0.387728,True
1785,p1,0.587342,
1786,p1,0.18038,True
1787,p1,0.351957,True
1788,p1,0.406341,False
1789,p1,0.855959,True
1790,p1,0.8662209999999999,True
1791,p1,0.0960627,True
1792,p1,0.963622,False
1793,p1,0.99271,True
1794,p1,0.609853,True
1795,p1,0.31760700000000003,True
1796,p1,0.947453,True
1797,p1,0.993887,False
1798,p1,0.919714,True
1799,p1,0.99409,False
1800,p1,0.958035,True
1801,p1,0.86856,
1802,p1,0.34410100000000005,False
1803,p1,0.472197,True
1804,p1,0.882426,True
1805,p1,0.295966,False
1806,p1,0.7771239999999999,True
1807,p1,0.952963,False
1808,p1,0.244889,True
1809,p1,0.776612,False
1810,p1,0.17285,False
1811,p1,0.994065,True
1812,p1,0.350416,
1813,p1,0.368562,
1814,p1,0.368161,True
1815,p1,0.419838,False
1816,p1,0.07112439999999999,False
1817,p1,0.34273400000000004,True
1818,p1,0.6761020000000001,True
1819,p1,0.107317,True
1820,p1,0.070076,True
1821,p1,0.730152,True
1822,p1,0.611558,False
1823,p1,0.188174,True
1824,p1,0.999924,False
1825,p1,0.403698,False
1826,p1,0.403552,True
1827,p1,0.46037,True
1828,p1,0.91914,
1829,p1,0.583427,True
1830,p1,0.335269,False
1831,p1,0.952258,True
1832,p1,0.275793,True
1833,p1,0.268759,True
1834,p1,0.493257,True
1835,p1,0.584397,False
1836,p1,0.999945,True
1837,p1,0.8022229999999999,True
1838,p1,0.178027,
1839,p1,0.974936,True
1840,p1,0.974075,True
1841,p1,0.245033,True
1842,p1,0.254856,True
1843,p1,0.380278,True
1844,p1,0.368876,True
1845,p1,0.383346,True
1846,p1,0.273492,False
1847,p1,0.157477,True
1848,p1,0.6018859999999999,True
1849,p1,0.313829,True
1850,p1,0.329339,True
1851,p1,0.563631,True
1852,p1,0.998335,False
1853,p1,0.901552,True
1854,p1,0.273767,True
1855,p1,0.375313,False
1856,p1,0.17632,True
1857,p1,0.953071,True
1858,p1,0.734744,True
1859,p1,0.743216,False
1860,p1,0.984231,True
1861,p1,0.343063,True
1862,p1,0.8584940000000001,False
1863,p1,0.245794,True
1864,p1,0.998275,True
1865,p1,0.188397,False
1866,p1,0.141257,True
1867,p1,0.262802,False
1868,p1,0.874502,False
1869,p1,0.659619,True
1870,p1,0.595665,True
1871,p1,0.174315,True
1872,p1,0.946828,False
1873,p1,0.8734879999999999,True
1874,p1,0.980511,True
1875,p1,0.623685,True
1876,p1,0.359843,True
1877,p1,0.168762,True
1878,p1,0.483268,True
1879,p1,0.749394,True
1880,p1,0.539004,True
1881,p1,0.367818,False
1882,p1,0.97399,True
1883,p1,0.379656,False
1884,p1,0.756829,True
1885,p1,0.424202,False
1886,p1,0.919584,True
1887,p1,0.201659,True
1888,p1,0.992758,
1889,p1,0.435396,True
1890,p1,0.910452,True
1891,p1,0.803528,False
1892,p1,0.275927,True
1893,p1,0.127178,False
1894,p1,0.82294,True
1895,p1,0.11378900000000003,False
1896,p1,0.287506,True
1897,p1,0.917326,False
1898,p1,0.999614,
1899,p1,0.976103,True
1900,p1,0.447246,True
1901,p1,0.608537,False
1902,p1,0.605437,True
1903,p1,0.226309,True
1904,p1,0.367492,False
1905,p1,0.237638,False
1906,p1,0.828425,False
1907,p1,0.421979,
1908,p1,0.413379,False
1909,p1,0.903529,
1910,p1,0.640185,True
1911,p1,0.461172,True
1912,p1,0.285508,True
1913,p1,0.31911,True
1914,p1,0.302854,True
1915,p1,0.483972,True
1916,p1,0.432594,True
1917,p1,0.999956,False
1918,p1,0.589011,True
1919,p1,0.904549,True
1920,p1,0.965403,False
1921,p1,0.0715361,True
1922,p1,0.708163,True
1923,p1,0.757942,True
1924,p1,0.380772,True
1925,p1,0.985649,True
1926,p1,0.42787,True
1927,p1,0.267695,False
1928,p1,0.372988,True
1929,p1,0.195835,False
1930,p1,0.0553794,False
1931,p1,0.412879,True
1932,p1,0.587372,False
1933,p1,0.119243,True
1934,p1,0.398361,True
1935,p1,0.606747,True
1936,p1,0.995535,True
1937,p1,0.215944,True
1938,p1,0.406374,False
1939,p1,0.48483,False
1940,p1,0.407683,True
1941,p1,0.7345470000000001,True
1942,p1,0.8093199999999999,True
1943,p1,0.390339,True
1944,p1,0.395101,True
1945,p1,0.65518,True
1946,p1,0.958402,False
1947,p1,0.664834,True
1948,p1,0.473584,False
1949,p1,0.548896,True
1950,p1,0.172078,False
1951,p1,0.209051,False
1952,p1,0.452517,True
1953,p1,0.257695,True
1954,p1,0.298881,True
1955,p1,0.8004319999999999,True
1956,p1,0.0885297,False
1957,p1,0.999647,True
1958,p1,1.0,False
1959,p1,0.967275,True
1960,p1,0.2142,True
1961,p1,0.253089,True
1962,p1,0.508392,True
1963,p1,0.5350729999999999,True
1964,p1,0.466149,True
1965,p1,0.360465,False
1966,p1,0.8834930000000001,True
1967,p1,0.360159,True
1968,p1,0.6190979999999999,True
1969,p1,0.999335,False
1970,p1,0.998258,False
1971,p1,0.787424,True
1972,p1,0.412893,False
1973,p1,0.618957,True
1974,p1,0.435254,True
1975,p1,0.633037,False
1976,p1,0.447893,False
1977,p1,0.125176,False
1978,p1,0.636169,True
1979,p1,0.996709,True
1980,p1,0.143957,False
1981,p1,0.852088,True
1982,p1,0.304175,True
1983,p1,0.676376,False
1984,p1,0.8256700000000001,False
1985,p1,0.980815,True
1986,p1,0.989154,True
1987,p1,0.999091,True
1988,p1,0.381377,False
1989,p1,0.557009,False
1990,p1,0.709545,True
1991,p1,0.462556,True
1992,p1,0.694904,True
1993,p1,0.28364,True
1994,p1,0.33583,False
1995,p1,0.949892,True
1996,p1,0.25924899999999995,True
1997,p1,0.318981,True
1998,p1,0.266437,True
1999,p1,0.8412649999999999,False
2000,p1,0.140173,True
2001,p1,0.471351,True
2002,p1,0.535411,True
2003,p1,0.747713,True
2004,p1,0.741563,False
2005,p1,0.959514,True
2006,p1,0.483682,False
2007,p1,0.560001,True
2008,p1,0.825678,True
2009,p1,0.765266,True
2010,p1,0.98723,False
2011,p1,0.507637,True
2012,p1,0.589446,False
2013,p1,0.442113,True
2014,p1,0.448459,True
2015,p1,0.359383,True
2016,p1,0.496953,False
2017,p1,0.32879200000000003,False
2018,p1,0.618316,False
2019,p1,0.375057,True
2020,p1,0.546933,False
2021,p1,0.887707,True
2022,p1,0.975401,True
2023,p1,0.447803,False
2024,p1,0.0443334,False
2025,p1,0.278954,True
2026,p1,0.32208400000000004,False
2027,p1,0.6718529999999999,True
2028,p1,0.18413,True
2029,p1,0.505184,False
2030,p1,0.371361,False
2031,p1,0.906777,True
2032,p1,0.14968,False
2033,p1,0.529139,True
2034,p1,0.978108,False
2035,p1,0.326467,True
2036,p1,0.996496,True
2037,p1,0.33687399999999995,True
2038,p1,0.8587440000000001,False
2039,p1,0.416669,True
2040,p1,0.914671,False
2041,p1,0.176053,False
2042,p1,0.086502,True
2043,p1,0.298617,True
2044,p1,0.58233,False
2045,p1,0.195217,False
2046,p1,0.489814,True
2047,p1,0.260857,True
2048,p1,0.503672,False
2049,p1,0.77593,True
2050,p1,0.201493,True
2051,p1,0.962465,False
2052,p1,0.692517,False
2053,p1,0.651137,False
2054,p1,0.560311,True
2055,p1,0.408143,True
2056,p1,0.596461,True
2057,p1,0.506826,False
2058,p1,0.465074,True
2059,p2,0.08585110000000001,False
2060,p2,0.0906465,True
2061,p2,0.078253,True
2062,p2,0.168086,True
2063,p2,0.22577,True
2064,p2,0.116317,True
2065,p2,0.199287,True
2066,p2,0.17840599999999998,True
2067,p2,0.193054,True
2068,p2,0.451038,True
2069,p2,0.0138835,True
2070,p2,0.151317,True
2071,p2,0.0273557,True
2072,p2,0.00212864,True
2073,p2,0.0138341,True
2074,p2,0.194742,True
2075,p2,0.120184,True
2076,p2,0.184172,True
2077,p2,0.166511,True
2078,p2,0.05495,True
2079,p2,0.000931908,True
2080,p2,0.0875815,True
2081,p2,0.0291754,False
2082,p2,0.05495,True
2083,p2,0.275645,False
2084,p2,0.0350295,True
2085,p2,0.143528,True
2086,p2,0.186136,True
2087,p2,0.139952,False
2088,p2,0.000361178,True
2089,p2,0.0252856,
2090,p2,0.00663012,False
2091,p2,0.265835,
2092,p2,0.0570909,True
2093,p2,0.0717125,True
2094,p2,0.198451,
2095,p2,0.106075,False
2096,p2,0.404291,True
2097,p2,0.00321648,True
2098,p2,0.199396,True
2099,p2,0.299603,True
2100,p2,0.032409,True
2101,p2,0.00709872,
2102,p2,0.045947900000000014,True
2103,p2,0.406044,True
2104,p2,0.074257,True
2105,p2,0.251988,True
2106,p2,0.0989849,True
2107,p2,0.0173258,True
2108,p2,0.278966,True
2109,p2,0.25000300000000003,True
2110,p2,0.272066,True
2111,p2,0.245646,False
2112,p2,0.115123,True
2113,p2,0.0613929,True
2114,p2,0.0263286,
2115,p2,0.104256,False
2116,p2,0.106395,False
2117,p2,0.146654,False
2118,p2,0.124353,True
2119,p2,0.134967,True
2120,p2,0.0334961,False
2121,p2,0.169123,True
2122,p2,0.00943065,True
2123,p2,0.15048699999999998,
2124,p2,0.215975,True
2125,p2,0.07879939999999999,True
2126,p2,0.0620342,True
2127,p2,0.202907,
2128,p2,0.00193621,False
2129,p2,0.0904973,True
2130,p2,0.0686982,True
2131,p2,0.24097,
2132,p2,0.0373542,
2133,p2,0.346312,
2134,p2,0.179975,True
2135,p2,0.223716,True
2136,p2,0.0919133,True
2137,p2,0.0470691,True
2138,p2,0.277191,True
2139,p2,0.040436900000000005,True
2140,p2,0.116622,True
2141,p2,0.0999839,True
2142,p2,0.244022,
2143,p2,0.338069,True
2144,p2,0.174145,True
2145,p2,0.00055192,True
2146,p2,0.159088,True
2147,p2,0.0377212,
2148,p2,0.00817828,True
2149,p2,0.06673630000000001,True
2150,p2,0.0182607,
2151,p2,0.064608,True
2152,p2,0.0200413,True
2153,p2,0.0689549,True
2154,p2,0.0980404,True
2155,p2,0.0458755,True
2156,p2,0.0992784,
